('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU_ATUAL', 'GRAU_ORIGINAL', 'RODADAS', 'STATUS')
('EVENTO:', 'Mulher em Trabalho de Parto11147803553943698374747654855452731589245', 1, 19, 9, 17, 327, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto1164350810932857461767288815993293898606', 1, 43, 9, 15, 329, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito85084293518079236895110947939551773510', 1, 32, 6, 19, 330, 'ATIVO')
('EVENTO:', 'Soldado Ferido17120882367056150368421720029297063392624', 1, 10, 6, 15, 331, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4178389572669652106148637934120008063370', 1, 25, 5, 16, 333, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea1460063451262087131672112365089381563180', 1, 29, 3, 21, 336, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11291860966242185615529706925536041018500', 1, 12, 5, 19, 337, 'COMPLETO')
('EVENTO:', 'Fuga5102704139736027832819952260433657034524', 1, 11, 6, 25, 338, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17238611808340759486808349951339440170838', 1, 14, 6, 20, 339, 'ATIVO')
('EVENTO:', 'Corrida de Rua2147046948287871580383650148789366959366', 1, 12, 5, 19, 339, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito85084293518079236895110947939551773510', 1, 32, 6, 19, 340, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19129458360329181349283760509595610481362', 2, 39, 7, 21, 341, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6283885361676957017830146836763832836216', 2, 15, 8, 16, 342, 'ATIVO')
('EVENTO:', 'Corrida de Rua2159622246908258235017982398007405676186', 3, 34, 8, 20, 345, 'ATIVO')
('EVENTO:', 'Golpe de Estado6330370816096398007063888665882031307328', 3, 4, 11, 23, 348, 'ATIVO')
('EVENTO:', 'Corrida de Rua2159622246908258235017982398007405676186', 1, 34, 8, 20, 348, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8127226765510266311684505991922354364182', 3, 36, 5, 17, 351, 'ATIVO')
('EVENTO:', 'Resgate16244571104848613759908563368811271155350', 2, 23, 6, 19, 354, 'ATIVO')
('EVENTO:', 'Golpe de Estado6330370816096398007063888665882031307328', 1, 4, 11, 23, 354, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4178389572669652106148637934120008063370', 1, 25, 5, 16, 355, 'COMPLETO')
('EVENTO:', 'Fuga526868831504551360283443324873930870387', 2, 18, 9, 18, 357, 'ATIVO')
('EVENTO:', 'Resgate16154481098518467632747692862467479096012', 2, 30, 5, 22, 359, 'COMPLETO')
('EVENTO:', 'Fuga5179518957635399489347365541783254008039', 3, 17, 9, 16, 360, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada998850847759306900003548779602637415671', 3, 43, 9, 15, 363, 'ATIVO')
