('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU_ATUAL', 'GRAU_ORIGINAL', 'RODADAS', 'STATUS')
('EVENTO:', 'Individuo Suspeito8232174089466119501753634050060254973099', 1, 52, 7, 27, 245, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio464083034381800717701854169396942383610', 3, 5, 10, 21, 246, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio464083034381800717701854169396942383610', 3, 5, 10, 21, 247, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7213114635126349958560463870736897339796', 1, 44, 9, 23, 249, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7213114635126349958560463870736897339796', 1, 44, 9, 23, 249, 'COMPLETO')
('EVENTO:', 'Briga1259375232425374646215683537834600785637', 2, 24, 10, 27, 252, 'ATIVO')
('EVENTO:', 'Briga1259375232425374646215683537834600785637', 2, 24, 10, 27, 252, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14266829166298313133648974872281940818187', 3, 36, 11, 22, 255, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14266829166298313133648974872281940818187', 3, 36, 11, 22, 257, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6119256530835886708030726693488543337906', 2, 28, 9, 26, 258, 'ATIVO')
('EVENTO:', 'Golpe de Estado6119256530835886708030726693488543337906', 2, 28, 9, 26, 259, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9296362143783295332188490421757781036163', 2, 33, 9, 23, 261, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9296362143783295332188490421757781036163', 2, 33, 9, 23, 263, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13304512129188833296128968264631321898120', 1, 22, 10, 22, 264, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13304512129188833296128968264631321898120', 1, 22, 10, 22, 264, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2123534826792879510605016799528994000007', 3, 49, 7, 24, 267, 'ATIVO')
('EVENTO:', 'Corrida de Rua2123534826792879510605016799528994000007', 3, 49, 7, 24, 267, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14310935945195817167429808862475408402997', 1, 55, 5, 25, 270, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14310935945195817167429808862475408402997', 1, 55, 5, 25, 270, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito84885634000668799935830588691855747543', 3, 12, 13, 18, 273, 'ATIVO')
